datahora,uf_nome,municipio_nome,longitude,latitude,co_ppb,no2_ppb,o3_ppb,pm25_ugm3,so2_ugm3,precipitacao_mmdia,temperatura_c,umidade_relativa_percentual,vento_direcao_grau,vento_velocidade_ms,RiscoFogoMedia
2017-01-01 18:00:00,MATO GROSSO,SANTO ANTÔNIO DO LEVERGER,-56.0765,-15.8645,124.2,0.0,14.9,2.5,0.3,,29.8,92,324,2.2,0.2
2017-01-01 18:00:00,MATO GROSSO,SINOP,-55.5176,-11.8508,112.7,0.0,15.2,6.1,0.1,,32.1,85,21,1.1,0.0
2017-01-01 18:00:00,MATO GROSSO,SÃO FÉLIX DO ARAGUAIA,-50.6667,-11.6171,109.4,0.0,19.4,0.5,0.2,,31.4,87,178,1.3,0.1
2017-01-01 18:00:00,MATO GROSSO,SÃO JOSÉ DO RIO CLARO,-56.7214,-13.4467,124.2,0.0,12.1,7.3,0.1,,29.7,89,335,1.9,0.0
2017-01-01 18:00:00,MATO GROSSO,SÃO JOSÉ DOS QUATRO MARCOS,-58.1772,-15.6276,123.3,0.0,14.0,8.5,0.0,,31.2,88,316,3.2,1.0
2017-01-01 18:00:00,MATO GROSSO,TAPURAH,-56.512,-12.7424,126.6,0.0,11.2,8.8,0.1,,31.6,86,336,1.7,0.0
2017-01-01 18:00:00,MATO GROSSO,UNIÃO DO SUL,-54.3696,-11.5309,110.3,0.0,13.8,6.2,0.2,,29.1,93,66,0.6,0.0
2017-01-01 18:00:00,MATO GROSSO,ÁGUA BOA,-52.1618,-14.0523,107.8,0.0,19.0,0.0,0.1,,31.6,87,69,0.8,0.0
2017-01-02 00:00:00,MATO GROSSO,PONTES E LACERDA,-59.3336,-15.2326,149.8,0.7,4.4,10.1,0.1,0.0,24.6,97,350,3.6,0.2
2017-01-02 06:00:00,MATO GROSSO,ARIPUANÃ,-59.444,-10.1758,159.3,0.3,1.6,11.1,0.0,,21.8,100,161,1.3,0.0
2017-01-02 06:00:00,MATO GROSSO,CANARANA,-52.2691,-13.5565,130.7,0.6,8.8,4.8,0.1,,22.1,98,256,1.9,0.1
2017-01-02 06:00:00,MATO GROSSO,COLNIZA,-59.2197,-9.4561,161.8,0.3,3.0,12.7,0.1,,22.3,100,160,1.1,0.0
2017-01-02 06:00:00,MATO GROSSO,CÁCERES,-57.6853,-16.0659,156.0,0.6,5.4,8.7,0.1,,23.5,98,3,1.7,1.0
2017-01-02 06:00:00,MATO GROSSO,GAÚCHA DO NORTE,-53.2544,-13.1814,149.5,0.4,4.8,7.4,0.1,,21.7,99,264,1.4,0.1
2017-01-02 06:00:00,MATO GROSSO,MARCELÂNDIA,-54.5202,-11.0794,277.8,2.1,1.3,25.2,0.4,,21.5,100,192,0.9,0.03333333333333333
2017-01-02 06:00:00,MATO GROSSO,QUERÊNCIA,-52.2082,-12.5942,134.0,0.3,6.6,4.8,0.1,,21.6,99,269,1.9,0.1
2017-01-02 18:00:00,MATO GROSSO,BARÃO DE MELGAÇO,-55.9668,-16.1958,129.1,0.0,11.7,2.9,0.1,,31.5,90,268,0.5,0.0
2017-01-02 18:00:00,MATO GROSSO,BOM JESUS DO ARAGUAIA,-51.5057,-12.1729,110.3,0.0,17.3,1.9,0.1,,32.2,90,144,1.5,0.19999999999999998
2017-01-02 18:00:00,MATO GROSSO,BRASNORTE,-58.005,-12.1227,121.7,0.0,13.1,0.0,0.0,,27.9,95,231,1.2,0.0
2017-01-02 18:00:00,MATO GROSSO,CAMPINÁPOLIS,-52.7971,-14.5404,107.8,0.0,16.2,3.4,0.1,,32.9,86,144,1.2,0.4
2017-01-02 18:00:00,MATO GROSSO,CARLINDA,-55.82,-9.9691,114.3,0.0,11.1,7.4,0.1,,27.9,98,330,0.6,0.3
2017-01-02 18:00:00,MATO GROSSO,CLÁUDIA,-54.8763,-11.5057,116.0,0.0,15.0,0.6,0.1,,30.2,93,34,0.8,0.3
2017-01-02 18:00:00,MATO GROSSO,CONFRESA,-51.5699,-10.6437,113.5,0.0,14.9,1.9,0.2,,31.2,91,134,0.4,0.3666666666666667
2017-01-02 18:00:00,MATO GROSSO,CÁCERES,-57.6853,-16.0659,134.8,0.0,9.7,5.6,0.0,,29.5,93,293,2.0,0.2
2017-01-02 18:00:00,MATO GROSSO,DENISE,-57.048,-14.7253,126.6,0.1,14.3,4.3,0.0,,31.8,89,252,0.8,0.08
2017-01-02 18:00:00,MATO GROSSO,FELIZ NATAL,-54.939,-12.3802,117.6,0.0,14.5,0.0,0.1,,31.8,90,96,0.3,0.12000000000000002
2017-01-02 18:00:00,MATO GROSSO,GAÚCHA DO NORTE,-53.2544,-13.1814,111.1,0.0,15.0,0.7,0.1,,33.9,86,148,1.0,0.0
2017-01-02 18:00:00,MATO GROSSO,ITANHANGÁ,-56.6418,-12.2323,123.3,0.0,12.7,0.8,0.0,,30.2,92,270,0.6,0.0
2017-01-02 18:00:00,MATO GROSSO,ITIQUIRA,-54.1447,-17.2033,112.7,0.1,16.5,0.1,0.0,,30.4,90,214,1.5,0.6
2017-01-02 18:00:00,MATO GROSSO,JUSCIMEIRA,-54.8894,-16.0518,119.2,0.0,14.9,0.0,0.1,,30.9,91,178,0.6,0.1
2017-01-02 18:00:00,MATO GROSSO,LUCAS DO RIO VERDE,-55.9198,-13.0656,123.3,0.0,13.6,0.0,0.0,,31.2,91,208,1.5,0.1
2017-01-02 18:00:00,MATO GROSSO,MARCELÂNDIA,-54.5202,-11.0794,116.0,0.0,15.2,1.4,0.1,,29.8,94,10,0.5,0.18333333333333335
2017-01-02 18:00:00,MATO GROSSO,NOVA CANAÃ DO NORTE,-55.7092,-10.6368,118.4,0.0,12.3,6.5,0.1,,28.2,98,20,0.3,0.2
2017-01-02 18:00:00,MATO GROSSO,NOVA MUTUM,-56.0849,-13.8255,119.2,0.0,13.4,0.0,0.0,,31.6,88,179,1.3,0.03333333333333333
2017-01-02 18:00:00,MATO GROSSO,NOVA OLÍMPIA,-57.2813,-14.7765,129.1,0.0,12.8,4.5,0.0,,31.0,90,260,1.1,0.0
2017-01-02 18:00:00,MATO GROSSO,NOVA SANTA HELENA,-55.1781,-10.8497,113.5,0.0,14.8,3.2,0.1,,28.4,98,37,0.5,0.7
2017-01-02 18:00:00,MATO GROSSO,NOVA UBIRATÃ,-55.2539,-13.0348,120.1,0.0,14.8,0.0,0.1,,31.7,90,182,1.2,-90.68181818181819
2017-01-02 18:00:00,MATO GROSSO,NOVA XAVANTINA,-52.352,-14.6794,104.5,0.0,17.9,3.0,0.1,,33.9,83,140,1.3,0.1
2017-01-02 18:00:00,MATO GROSSO,PARANATINGA,-54.0524,-14.4265,113.5,0.0,16.0,0.3,0.1,,32.5,88,158,0.9,0.24545454545454548
2017-01-02 18:00:00,MATO GROSSO,PEIXOTO DE AZEVEDO,-54.992,-10.2429,113.5,0.0,14.4,4.1,0.1,,29.0,98,314,0.2,0.1
2017-01-02 18:00:00,MATO GROSSO,PONTAL DO ARAGUAIA,-52.2574,-15.9045,98.8,0.0,22.7,2.5,0.1,,35.0,78,162,0.7,0.9
2017-01-02 18:00:00,MATO GROSSO,PORTO ALEGRE DO NORTE,-51.6392,-10.8793,114.3,0.0,15.3,1.9,0.2,,31.8,91,140,0.4,0.175
2017-01-02 18:00:00,MATO GROSSO,PORTO DOS GAÚCHOS,-57.4132,-11.533,121.7,0.0,11.9,1.7,0.0,,28.2,97,205,0.8,0.0
2017-01-02 18:00:00,MATO GROSSO,POXORÉU,-54.3925,-15.8291,117.6,0.0,16.1,0.0,0.1,,31.1,90,192,0.9,0.7
2017-01-02 18:00:00,MATO GROSSO,RIBEIRÃO CASCALHEIRA,-51.8244,-12.9367,110.3,0.0,16.9,2.5,0.1,,32.7,89,152,1.8,0.24000000000000005
2017-01-02 18:00:00,MATO GROSSO,SANTA RITA DO TRIVELATO,-55.2715,-13.8137,115.2,0.0,14.8,0.0,0.0,,32.2,88,175,1.9,0.0
2017-01-02 18:00:00,MATO GROSSO,SINOP,-55.5176,-11.8508,118.4,0.0,13.9,1.2,0.1,,29.9,94,322,0.5,0.0
2017-01-02 18:00:00,MATO GROSSO,SÃO FÉLIX DO ARAGUAIA,-50.6667,-11.6171,114.3,0.0,16.3,1.7,0.1,,31.6,91,145,1.3,0.16666666666666666
2017-01-02 18:00:00,MATO GROSSO,SÃO JOSÉ DO XINGU,-52.7357,-10.8041,111.1,0.0,14.4,1.2,0.1,,31.9,88,232,0.5,0.07500000000000001
2017-01-02 18:00:00,MATO GROSSO,TABAPORÃ,-56.8213,-11.3085,120.1,0.0,11.9,4.0,0.0,,28.5,97,168,0.3,0.0
2017-01-02 18:00:00,MATO GROSSO,TAPURAH,-56.512,-12.7424,125.0,0.0,13.0,0.3,0.0,,30.9,92,242,0.9,0.0
2017-01-02 18:00:00,MATO GROSSO,UNIÃO DO SUL,-54.3696,-11.5309,119.2,0.0,14.6,0.3,0.1,,30.7,92,25,0.6,0.06666666666666667
2017-01-02 18:00:00,MATO GROSSO,VERA,-55.2948,-12.295,117.6,0.0,14.4,0.4,0.1,,30.9,92,302,0.4,0.2
2017-01-02 18:00:00,MATO GROSSO,VILA RICA,-51.1186,-10.0137,113.5,0.0,13.8,2.5,0.2,,29.2,93,129,0.4,1.0
2017-01-03 00:00:00,MATO GROSSO,BOM JESUS DO ARAGUAIA,-51.5057,-12.1729,117.7,0.3,7.7,7.2,0.0,0.0,25.1,99,5,2.1,0.3
2017-01-03 00:00:00,MATO GROSSO,CANARANA,-52.2691,-13.5565,112.5,0.8,7.5,5.6,0.1,0.0,26.1,97,331,1.3,0.03333333333333333
2017-01-03 00:00:00,MATO GROSSO,COCALINHO,-51.0002,-14.3903,113.4,1.4,2.6,3.4,0.1,0.0,28.3,90,305,1.5,0.0
2017-01-03 00:00:00,MATO GROSSO,CONFRESA,-51.5699,-10.6437,123.8,0.3,6.3,8.8,0.1,0.0,24.0,99,4,1.7,0.2
2017-01-03 00:00:00,MATO GROSSO,CÁCERES,-57.6853,-16.0659,148.0,0.7,2.4,7.4,0.1,0.0,26.3,98,16,1.4,0.9
2017-01-03 00:00:00,MATO GROSSO,MARCELÂNDIA,-54.5202,-11.0794,197.4,1.4,3.3,5.0,0.4,9.0,23.4,99,324,1.6,0.0
2017-01-03 00:00:00,MATO GROSSO,QUERÊNCIA,-52.2082,-12.5942,116.8,0.2,5.8,5.0,0.0,0.0,25.2,99,8,1.7,0.07500000000000001
2017-01-03 00:00:00,MATO GROSSO,RIBEIRÃOZINHO,-52.6942,-16.4898,110.8,0.9,9.8,4.5,0.1,0.0,26.9,90,221,1.6,0.4
2017-01-03 00:00:00,MATO GROSSO,SÃO FÉLIX DO ARAGUAIA,-50.6667,-11.6171,126.4,0.6,7.1,3.7,0.1,0.0,25.7,98,355,1.4,0.20000000000000004
2017-01-03 06:00:00,MATO GROSSO,BARRA DO GARÇAS,-52.2615,-15.8916,184.6,2.7,3.0,12.7,0.2,,24.3,93,216,1.7,1.0
2017-01-03 06:00:00,MATO GROSSO,CONFRESA,-51.5699,-10.6437,203.4,1.2,6.3,16.9,0.4,,22.9,100,308,2.2,0.6
2017-01-03 06:00:00,MATO GROSSO,MARCELÂNDIA,-54.5202,-11.0794,150.3,0.9,3.7,7.7,0.1,,19.8,97,283,1.5,0.275
2017-01-03 06:00:00,MATO GROSSO,NOVA UBIRATÃ,-55.2539,-13.0348,167.5,0.7,4.3,8.4,0.2,,21.6,99,279,1.2,0.05
2017-01-03 06:00:00,MATO GROSSO,NOVO MUNDO,-55.178,-9.9753,153.6,1.6,2.1,9.3,0.2,,20.5,98,302,1.5,0.6
2017-01-03 06:00:00,MATO GROSSO,SÃO FÉLIX DO ARAGUAIA,-50.6667,-11.6171,149.5,0.5,8.6,8.2,0.2,,23.9,99,310,2.0,0.0
2017-01-03 06:00:00,MATO GROSSO,VERA,-55.2948,-12.295,138.9,0.4,5.1,5.6,0.2,,20.0,99,271,1.2,0.1
2017-01-03 18:00:00,MATO GROSSO,ARAGUAIANA,-51.8341,-15.7291,102.1,0.1,22.2,1.3,0.1,,34.0,83,25,2.2,0.3
2017-01-03 18:00:00,MATO GROSSO,BARRA DO GARÇAS,-52.2615,-15.8916,100.4,0.1,21.9,0.8,0.1,,34.8,81,36,2.7,0.8800000000000001
2017-01-03 18:00:00,MATO GROSSO,BOM JESUS DO ARAGUAIA,-51.5057,-12.1729,115.2,0.0,12.4,1.0,0.1,,28.3,96,30,1.2,0.0
2017-01-03 18:00:00,MATO GROSSO,BRASNORTE,-58.005,-12.1227,119.2,0.0,11.7,1.1,0.0,,26.9,95,318,1.6,0.24285714285714285
2017-01-03 18:00:00,MATO GROSSO,CAMPO NOVO DO PARECIS,-57.8907,-13.6587,120.9,0.0,12.5,0.3,0.0,,26.9,93,313,2.7,0.2
2017-01-03 18:00:00,MATO GROSSO,CAMPO VERDE,-55.1591,-15.5431,107.8,0.1,17.9,0.7,0.1,,33.7,85,321,2.4,0.4
2017-01-03 18:00:00,MATO GROSSO,CANABRAVA DO NORTE,-51.8302,-11.0516,121.7,0.0,13.3,3.9,0.2,,27.7,97,34,1.2,0.16
2017-01-03 18:00:00,MATO GROSSO,CANARANA,-52.2691,-13.5565,107.8,0.0,13.8,0.0,0.1,,30.6,92,37,1.7,0.1
2017-01-03 18:00:00,MATO GROSSO,CLÁUDIA,-54.8763,-11.5057,106.2,0.0,16.3,1.5,0.1,,31.3,89,332,1.0,0.3
2017-01-03 18:00:00,MATO GROSSO,COCALINHO,-51.0002,-14.3903,103.7,0.0,15.5,0.8,0.1,,30.5,90,21,1.8,0.8
2017-01-03 18:00:00,MATO GROSSO,CONFRESA,-51.5699,-10.6437,114.3,0.0,13.1,4.0,0.2,,27.4,97,31,1.4,0.6428571428571429
2017-01-03 18:00:00,MATO GROSSO,DENISE,-57.048,-14.7253,120.1,0.0,13.9,2.8,0.0,,30.9,91,309,2.6,0.1
2017-01-03 18:00:00,MATO GROSSO,FELIZ NATAL,-54.939,-12.3802,111.9,0.0,14.7,0.5,0.1,,31.6,89,333,0.6,0.10000000000000002
2017-01-03 18:00:00,MATO GROSSO,GAÚCHA DO NORTE,-53.2544,-13.1814,106.2,0.0,14.6,0.0,0.1,,30.6,92,55,1.6,0.22000000000000003
2017-01-03 18:00:00,MATO GROSSO,GUIRATINGA,-53.7575,-16.346,98.0,0.1,20.7,0.0,0.1,,35.2,80,27,2.5,0.3
2017-01-03 18:00:00,MATO GROSSO,ITANHANGÁ,-56.6418,-12.2323,118.4,0.0,12.7,1.4,0.0,,30.1,89,318,1.4,0.15000000000000002
2017-01-03 18:00:00,MATO GROSSO,ITAÚBA,-55.2485,-11.008,108.6,0.0,15.3,2.8,0.1,,30.2,91,339,1.4,0.0
2017-01-03 18:00:00,MATO GROSSO,JUARA,-57.508,-11.2536,116.0,0.0,13.2,4.0,0.0,,27.4,95,334,1.7,0.0
2017-01-03 18:00:00,MATO GROSSO,MARCELÂNDIA,-54.5202,-11.0794,107.0,0.0,15.0,1.4,0.1,,31.0,89,354,1.1,0.7
2017-01-03 18:00:00,MATO GROSSO,NOVA CANAÃ DO NORTE,-55.7092,-10.6368,109.4,0.0,14.7,4.6,0.0,,29.7,92,338,1.6,0.05
2017-01-03 18:00:00,MATO GROSSO,NOVA GUARITA,-55.4043,-10.3102,108.6,0.0,14.6,4.7,0.0,,29.8,91,348,1.9,0.55
2017-01-03 18:00:00,MATO GROSSO,NOVA MARINGÁ,-57.0923,-13.0314,119.2,0.0,13.3,0.6,0.0,,27.9,92,295,1.6,0.07500000000000001
2017-01-03 18:00:00,MATO GROSSO,NOVA NAZARÉ,-51.7999,-13.9898,107.0,0.0,14.4,0.0,0.1,,30.6,91,24,1.6,0.0
2017-01-03 18:00:00,MATO GROSSO,NOVA UBIRATÃ,-55.2539,-13.0348,116.8,0.0,14.4,0.5,0.0,,31.9,88,358,0.9,0.05
2017-01-03 18:00:00,MATO GROSSO,NOVO MUNDO,-55.178,-9.9753,107.0,0.0,15.2,4.9,0.0,,29.2,92,354,1.9,0.45
2017-01-03 18:00:00,MATO GROSSO,PARANATINGA,-54.0524,-14.4265,109.4,0.0,15.1,0.0,0.0,,32.1,91,28,3.3,0.16666666666666666
2017-01-03 18:00:00,MATO GROSSO,PONTAL DO ARAGUAIA,-52.2574,-15.9045,100.4,0.1,21.9,0.8,0.1,,34.8,81,36,2.7,0.7
2017-01-03 18:00:00,MATO GROSSO,PORTO ALEGRE DO NORTE,-51.6392,-10.8793,122.5,0.0,12.8,4.1,0.2,,27.6,97,29,1.4,0.19999999999999998
2017-01-03 18:00:00,MATO GROSSO,PORTO DOS GAÚCHOS,-57.4132,-11.533,116.0,0.0,13.0,3.5,0.0,,27.7,95,326,1.9,0.0
2017-01-03 18:00:00,MATO GROSSO,POXORÉU,-54.3925,-15.8291,106.2,0.1,17.9,0.1,0.1,,33.9,85,355,2.1,0.2
2017-01-03 18:00:00,MATO GROSSO,QUERÊNCIA,-52.2082,-12.5942,111.1,0.0,12.4,0.0,0.1,,29.4,94,41,1.5,0.011111111111111112
2017-01-03 18:00:00,MATO GROSSO,RIBEIRÃO CASCALHEIRA,-51.8244,-12.9367,110.3,0.0,12.6,0.0,0.1,,30.0,92,37,1.6,0.22499999999999998
2017-01-03 18:00:00,MATO GROSSO,RONDONÓPOLIS,-54.6397,-16.4604,107.0,0.1,18.7,0.0,0.1,,35.0,83,336,2.3,1.0
2017-01-03 18:00:00,MATO GROSSO,ROSÁRIO OESTE,-56.4236,-14.8259,117.6,0.0,14.5,3.1,0.0,,32.3,89,314,2.2,0.3
2017-01-03 18:00:00,MATO GROSSO,SANTA CARMEM,-55.2788,-11.9746,110.3,0.0,14.9,1.0,0.1,,31.3,89,318,0.9,0.4
2017-01-03 18:00:00,MATO GROSSO,SÃO FÉLIX DO ARAGUAIA,-50.6667,-11.6171,117.6,0.0,12.4,2.9,0.2,,28.3,96,38,1.7,0.3
2017-01-03 18:00:00,MATO GROSSO,SÃO JOSÉ DO POVO,-54.2539,-16.4648,102.9,0.1,19.3,0.0,0.1,,35.2,82,357,2.1,0.7
2017-01-03 18:00:00,MATO GROSSO,SÃO JOSÉ DO RIO CLARO,-56.7214,-13.4467,117.6,0.0,14.1,0.8,0.0,,29.0,93,313,1.6,0.1
2017-01-03 18:00:00,MATO GROSSO,SÃO JOSÉ DO XINGU,-52.7357,-10.8041,101.3,0.0,13.5,2.0,0.1,,28.3,94,49,1.9,0.0
2017-01-03 18:00:00,MATO GROSSO,SÃO JOSÉ DOS QUATRO MARCOS,-58.1772,-15.6276,126.6,0.0,12.5,3.1,0.0,,29.9,94,321,3.4,1.0
2017-01-03 18:00:00,MATO GROSSO,TAPURAH,-56.512,-12.7424,118.4,0.0,13.3,0.5,0.0,,30.3,89,307,1.3,-599.36
2017-01-03 18:00:00,MATO GROSSO,TESOURO,-53.5531,-16.0802,98.0,0.1,20.8,0.0,0.0,,35.1,80,39,3.0,0.2
2017-01-03 18:00:00,MATO GROSSO,UNIÃO DO SUL,-54.3696,-11.5309,107.0,0.0,14.8,0.6,0.1,,31.7,88,353,0.6,0.07500000000000001
2017-01-03 18:00:00,MATO GROSSO,VERA,-55.2948,-12.295,111.1,0.0,14.7,0.6,0.1,,31.5,88,320,0.8,0.11818181818181818
2017-01-03 18:00:00,MATO GROSSO,ÁGUA BOA,-52.1618,-14.0523,107.8,0.0,14.2,0.0,0.1,,30.4,91,30,1.8,0.0
2017-01-04 00:00:00,MATO GROSSO,ARIPUANÃ,-59.444,-10.1758,144.6,0.2,1.1,5.6,0.0,5.0,23.7,99,35,0.9,0.0
2017-01-04 00:00:00,MATO GROSSO,CAMPO NOVO DO PARECIS,-57.8907,-13.6587,134.2,0.6,4.6,4.2,0.1,4.0,25.5,96,321,1.4,0.1
2017-01-04 00:00:00,MATO GROSSO,DIAMANTINO,-56.4364,-14.4036,127.2,0.6,5.0,8.6,0.1,5.0,26.6,97,349,1.3,0.2
2017-01-04 00:00:00,MATO GROSSO,PARANATINGA,-54.0524,-14.4265,120.3,0.5,7.2,2.9,0.0,8.0,25.1,98,24,1.7,0.2857142857142857
2017-01-04 06:00:00,MATO GROSSO,ALTO GARÇAS,-53.5294,-16.947,162.6,4.4,0.8,8.5,0.1,,22.1,97,21,1.8,0.3
2017-01-04 06:00:00,MATO GROSSO,ARAGUAIANA,-51.8341,-15.7291,134.8,1.0,7.4,6.2,0.2,,23.9,96,12,2.8,0.0
2017-01-04 06:00:00,MATO GROSSO,COLNIZA,-59.2197,-9.4561,167.5,0.4,0.9,10.8,0.0,,21.7,100,24,1.4,0.18
2017-01-04 06:00:00,MATO GROSSO,SÃO FÉLIX DO ARAGUAIA,-50.6667,-11.6171,124.2,0.4,8.6,6.7,0.1,,23.6,99,8,0.9,0.13333333333333333
2017-01-04 06:00:00,MATO GROSSO,VERA,-55.2948,-12.295,314.6,2.4,2.3,28.8,0.6,,21.0,99,297,2.3,0.0
2017-01-04 12:00:00,MATO GROSSO,COLNIZA,-59.2197,-9.4561,129.8,0.0,4.8,9.7,0.0,,24.3,98,45,1.4,0.0
2017-01-04 18:00:00,MATO GROSSO,ALTO PARAGUAI,-56.4776,-14.5137,121.7,0.0,13.5,0.0,0.0,,30.8,91,14,3.4,0.15000000000000002
2017-01-04 18:00:00,MATO GROSSO,BARRA DO BUGRES,-57.1854,-15.0684,133.1,0.1,14.5,0.6,0.1,,31.2,89,7,3.0,0.76
2017-01-04 18:00:00,MATO GROSSO,CAMPO NOVO DO PARECIS,-57.8907,-13.6587,116.0,0.0,12.6,0.5,0.0,,29.1,93,8,3.3,0.1
2017-01-04 18:00:00,MATO GROSSO,CANABRAVA DO NORTE,-51.8302,-11.0516,113.5,0.0,11.2,1.3,0.0,,30.4,91,62,1.8,0.04
2017-01-04 18:00:00,MATO GROSSO,CLÁUDIA,-54.8763,-11.5057,138.0,0.1,16.1,2.7,0.1,,31.8,88,52,2.6,0.1
2017-01-04 18:00:00,MATO GROSSO,COLNIZA,-59.2197,-9.4561,129.9,0.0,8.8,6.1,0.0,,30.9,91,51,2.9,0.1
2017-01-04 18:00:00,MATO GROSSO,CONFRESA,-51.5699,-10.6437,113.5,0.0,13.0,4.8,0.0,,30.9,90,61,1.8,0.0
2017-01-04 18:00:00,MATO GROSSO,CÁCERES,-57.6853,-16.0659,139.7,0.0,13.9,2.1,0.1,,31.2,90,345,3.5,0.7
2017-01-04 18:00:00,MATO GROSSO,DIAMANTINO,-56.4364,-14.4036,120.9,0.0,13.5,0.0,0.0,,30.7,92,15,3.4,0.3
2017-01-04 18:00:00,MATO GROSSO,FELIZ NATAL,-54.939,-12.3802,132.3,0.0,14.7,0.4,0.1,,32.6,86,50,2.8,0.037500000000000006
2017-01-04 18:00:00,MATO GROSSO,FIGUEIRÓPOLIS D'OESTE,-58.7391,-15.4439,117.6,0.0,13.5,3.4,0.0,,30.3,90,344,3.9,0.65
2017-01-04 18:00:00,MATO GROSSO,GAÚCHA DO NORTE,-53.2544,-13.1814,113.5,0.0,11.3,0.1,0.0,,30.6,91,60,2.7,0.13333333333333333
2017-01-04 18:00:00,MATO GROSSO,IPIRANGA DO NORTE,-56.1531,-12.2408,120.9,0.0,12.8,1.8,0.1,,32.2,87,35,3.0,0.0
2017-01-04 18:00:00,MATO GROSSO,JANGADA,-56.4903,-15.237,126.6,0.1,13.6,0.0,0.0,,31.2,90,4,3.2,0.6
2017-01-04 18:00:00,MATO GROSSO,LAMBARI D'OESTE,-58.0046,-15.3188,130.7,0.1,15.2,2.3,0.1,,31.1,89,354,3.2,0.7625
2017-01-04 18:00:00,MATO GROSSO,MARCELÂNDIA,-54.5202,-11.0794,124.2,0.1,14.6,1.3,0.1,,30.4,91,54,2.5,0.015384615384615385
2017-01-04 18:00:00,MATO GROSSO,MATUPÁ,-54.9346,-10.1683,120.1,0.0,13.1,1.2,0.0,,30.6,91,50,2.6,0.0
2017-01-04 18:00:00,MATO GROSSO,NOBRES,-56.3351,-14.7196,122.5,0.1,13.5,0.0,0.0,,30.9,91,11,3.4,0.3
2017-01-04 18:00:00,MATO GROSSO,NOVA BANDEIRANTES,-57.814,-9.8494,127.4,0.0,9.7,6.2,0.0,,31.9,90,41,3.0,0.1
