datahora,uf_nome,municipio_nome,longitude,latitude,co_ppb,no2_ppb,o3_ppb,pm25_ugm3,so2_ugm3,precipitacao_mmdia,temperatura_c,umidade_relativa_percentual,vento_direcao_grau,vento_velocidade_ms,RiscoFogoMedia
2018-01-18 00:00:00,MATO GROSSO,ITAÚBA,-55.2485,-11.008,123.8,1.0,3.6,10.3,0.1,0.0,24.7,98,198,0.7,0.0
2018-01-18 00:00:00,MATO GROSSO,NOVA SANTA HELENA,-55.1781,-10.8497,126.7,1.2,3.5,10.4,0.1,0.0,24.9,97,200,0.7,0.44000000000000006
2018-01-18 00:00:00,MATO GROSSO,PARANATINGA,-54.0524,-14.4265,109.2,0.7,8.6,10.2,0.1,0.0,23.9,97,40,2.7,0.15000000000000002
2018-01-18 00:00:00,MATO GROSSO,RONDOLÂNDIA,-61.4597,-10.8429,143.3,0.8,1.7,13.1,0.2,1.0,23.7,98,31,0.3,0.0
2018-01-18 00:00:00,MATO GROSSO,SANTA CRUZ DO XINGU,-52.3919,-10.1525,113.0,0.2,6.4,10.6,0.1,0.0,25.8,95,97,2.5,0.0
2018-01-18 12:00:00,MATO GROSSO,COLNIZA,-59.2197,-9.4561,132.0,0.0,4.5,0.6,0.0,,23.7,98,266,1.0,0.0
2018-01-19 00:00:00,MATO GROSSO,ALTO GARÇAS,-53.5294,-16.947,110.0,1.6,7.6,9.7,0.1,0.0,23.9,97,232,1.5,0.2857142857142857
2018-01-19 00:00:00,MATO GROSSO,ARIPUANÃ,-59.444,-10.1758,121.1,0.1,2.6,7.3,0.0,1.0,23.7,99,85,1.2,0.1
2018-01-19 00:00:00,MATO GROSSO,BARRA DO BUGRES,-57.1854,-15.0684,134.8,1.1,3.1,9.6,0.1,0.0,25.7,98,214,1.3,0.0
2018-01-19 00:00:00,MATO GROSSO,BOM JESUS DO ARAGUAIA,-51.5057,-12.1729,356.3,3.5,5.0,51.2,0.7,0.0,28.2,89,105,1.6,0.037500000000000006
2018-01-19 00:00:00,MATO GROSSO,BRASNORTE,-58.005,-12.1227,139.5,0.6,1.3,11.5,0.0,1.0,22.6,99,94,0.9,0.06000000000000001
2018-01-19 00:00:00,MATO GROSSO,CAMPINÁPOLIS,-52.7971,-14.5404,107.4,0.6,9.1,5.6,0.1,0.0,26.2,91,79,3.2,0.65
2018-01-19 00:00:00,MATO GROSSO,CASTANHEIRA,-58.6089,-11.1392,120.9,0.3,5.3,11.7,0.0,3.0,23.1,99,117,1.4,0.1
2018-01-19 00:00:00,MATO GROSSO,FELIZ NATAL,-54.939,-12.3802,173.2,0.8,6.7,16.8,0.3,0.0,23.3,99,288,1.2,0.0
2018-01-19 00:00:00,MATO GROSSO,GAÚCHA DO NORTE,-53.2544,-13.1814,148.6,0.6,5.1,12.1,0.1,0.0,24.8,98,290,1.2,0.36666666666666664
2018-01-19 00:00:00,MATO GROSSO,ITANHANGÁ,-56.6418,-12.2323,127.2,0.2,5.1,9.5,0.1,0.0,22.6,99,306,0.9,0.1
2018-01-19 00:00:00,MATO GROSSO,ITAÚBA,-55.2485,-11.008,141.1,1.1,3.5,11.6,0.1,0.0,23.9,99,224,0.9,0.040625
2018-01-19 00:00:00,MATO GROSSO,JUARA,-57.508,-11.2536,125.9,0.4,4.1,9.8,0.0,0.0,24.0,98,132,0.7,0.0
2018-01-19 00:00:00,MATO GROSSO,MARCELÂNDIA,-54.5202,-11.0794,163.2,0.8,4.8,16.0,0.2,0.0,24.2,99,238,1.1,0.25
2018-01-19 00:00:00,MATO GROSSO,NOSSA SENHORA DO LIVRAMENTO,-56.3435,-15.7724,301.8,4.5,4.9,51.6,1.9,5.0,25.9,97,149,1.7,0.0
2018-01-19 00:00:00,MATO GROSSO,NOVA CANAÃ DO NORTE,-55.7092,-10.6368,124.4,0.6,6.0,10.5,0.1,0.0,24.0,99,204,1.3,0.10000000000000002
2018-01-19 00:00:00,MATO GROSSO,NOVA UBIRATÃ,-55.2539,-13.0348,290.1,2.5,3.1,38.8,0.5,0.0,23.5,99,318,1.4,0.05384615384615385
2018-01-19 00:00:00,MATO GROSSO,NOVO SÃO JOAQUIM,-53.0194,-14.9054,117.4,0.8,7.9,8.9,0.1,0.0,25.3,93,106,1.8,0.33999999999999997
2018-01-19 00:00:00,MATO GROSSO,POCONÉ,-56.623,-16.2634,129.2,1.0,3.5,10.8,0.1,3.0,26.4,97,145,1.4,0.0
2018-01-19 00:00:00,MATO GROSSO,PONTAL DO ARAGUAIA,-52.2574,-15.9045,108.6,1.1,6.8,6.2,0.1,0.0,28.1,89,76,2.3,0.2
2018-01-19 00:00:00,MATO GROSSO,PONTES E LACERDA,-59.3336,-15.2326,145.6,1.0,1.9,9.8,0.1,0.0,25.3,98,32,1.4,0.3
2018-01-19 00:00:00,MATO GROSSO,PORTO DOS GAÚCHOS,-57.4132,-11.533,120.3,0.3,5.7,8.8,0.0,0.0,23.4,98,127,0.6,0.1142857142857143
2018-01-19 00:00:00,MATO GROSSO,SANTA CRUZ DO XINGU,-52.3919,-10.1525,276.2,2.1,3.4,35.4,0.5,0.0,25.5,98,334,1.1,0.0
2018-01-19 00:00:00,MATO GROSSO,SINOP,-55.5176,-11.8508,141.1,0.6,5.6,10.8,0.3,0.0,23.7,99,271,1.1,0.025
2018-01-19 00:00:00,MATO GROSSO,SÃO JOSÉ DO RIO CLARO,-56.7214,-13.4467,170.1,0.9,5.4,15.9,0.2,0.0,23.2,99,326,1.8,0.3
2018-01-19 00:00:00,MATO GROSSO,SÃO JOSÉ DO XINGU,-52.7357,-10.8041,423.2,4.0,5.2,62.8,0.9,0.0,25.1,99,250,1.0,0.044444444444444446
2018-01-19 00:00:00,MATO GROSSO,TANGARÁ DA SERRA,-57.4907,-14.6214,133.7,1.1,3.4,9.5,0.2,0.0,25.6,96,292,0.8,0.1
2018-01-19 00:00:00,MATO GROSSO,TERRA NOVA DO NORTE,-55.1167,-10.5995,151.2,1.7,3.3,13.4,0.2,0.0,24.2,99,216,1.1,0.1
2018-01-19 00:00:00,MATO GROSSO,VILA BELA DA SANTÍSSIMA TRINDADE,-59.9504,-15.0068,135.9,0.6,1.4,8.4,0.0,0.0,26.0,98,2,1.2,0.23333333333333336
2018-01-19 12:00:00,MATO GROSSO,GAÚCHA DO NORTE,-53.2544,-13.1814,174.9,0.3,13.1,18.7,0.1,,27.3,95,209,1.3,0.1
2018-01-19 12:00:00,MATO GROSSO,SERRA NOVA DOURADA,-51.4011,-12.09,381.1,1.8,24.7,59.9,0.6,,28.4,89,44,1.9,0.0
2018-01-20 00:00:00,MATO GROSSO,ALTO ARAGUAIA,-53.2169,-17.3157,109.6,1.9,6.8,3.9,0.1,0.0,27.1,89,77,2.8,0.2333333333333333
2018-01-20 00:00:00,MATO GROSSO,BRASNORTE,-58.005,-12.1227,123.4,0.2,6.0,8.6,0.0,0.0,24.4,98,182,1.4,0.15
2018-01-20 00:00:00,MATO GROSSO,CÁCERES,-57.6853,-16.0659,120.5,0.4,6.0,10.5,0.1,0.0,26.4,97,106,0.8,0.0
2018-01-20 00:00:00,MATO GROSSO,FELIZ NATAL,-54.939,-12.3802,212.7,0.6,5.0,17.0,0.1,0.0,24.8,99,346,2.3,0.030000000000000006
2018-01-20 00:00:00,MATO GROSSO,GAÚCHA DO NORTE,-53.2544,-13.1814,121.7,0.2,2.1,6.8,0.0,0.0,24.9,98,340,1.7,0.2
2018-01-20 00:00:00,MATO GROSSO,ITAÚBA,-55.2485,-11.008,188.4,1.6,3.1,21.5,0.2,6.0,24.9,98,3,3.0,-166.45
2018-01-20 00:00:00,MATO GROSSO,MARCELÂNDIA,-54.5202,-11.0794,192.4,0.9,3.4,22.4,0.2,10.0,25.1,99,61,2.6,0.1
2018-01-20 00:00:00,MATO GROSSO,NOVA MARINGÁ,-57.0923,-13.0314,179.2,0.9,3.3,18.4,0.1,0.0,24.2,98,276,1.8,0.2
2018-01-20 00:00:00,MATO GROSSO,PEIXOTO DE AZEVEDO,-54.992,-10.2429,148.6,1.4,2.1,14.1,0.1,18.0,25.3,98,13,2.3,0.2
2018-01-20 00:00:00,MATO GROSSO,SINOP,-55.5176,-11.8508,151.8,0.6,3.4,9.3,0.2,0.0,24.2,99,328,2.6,0.1
2018-01-20 00:00:00,MATO GROSSO,SORRISO,-55.7234,-12.5445,137.5,0.8,4.4,7.5,0.1,0.0,24.3,99,275,2.2,0.10000000000000002
2018-01-20 00:00:00,MATO GROSSO,SÃO JOSÉ DO RIO CLARO,-56.7214,-13.4467,132.8,0.5,3.7,9.5,0.1,0.0,24.8,98,252,2.2,0.2
2018-01-20 00:00:00,MATO GROSSO,VERA,-55.2948,-12.295,160.9,0.5,4.6,9.4,0.1,0.0,24.6,99,327,2.0,0.0
2018-01-20 12:00:00,MATO GROSSO,GAÚCHA DO NORTE,-53.2544,-13.1814,201.2,0.2,11.7,10.8,0.1,,26.8,94,335,0.6,0.3
2018-01-20 12:00:00,MATO GROSSO,SORRISO,-55.7234,-12.5445,116.4,0.2,9.1,15.4,0.0,,23.8,97,279,0.8,0.2
2018-01-21 00:00:00,MATO GROSSO,ALTO GARÇAS,-53.5294,-16.947,113.8,1.9,6.9,9.8,0.1,0.0,27.3,87,54,2.3,0.4
2018-01-21 00:00:00,MATO GROSSO,CÁCERES,-57.6853,-16.0659,121.9,0.4,5.5,13.2,0.1,0.0,28.1,97,302,1.9,0.1
2018-01-21 00:00:00,MATO GROSSO,FELIZ NATAL,-54.939,-12.3802,262.3,1.5,2.1,32.3,0.3,0.0,24.6,99,354,1.3,0.4
2018-01-21 00:00:00,MATO GROSSO,GAÚCHA DO NORTE,-53.2544,-13.1814,115.6,0.1,4.8,3.3,0.0,4.0,25.1,99,44,1.9,0.44166666666666665
2018-01-21 00:00:00,MATO GROSSO,ITAÚBA,-55.2485,-11.008,135.1,0.8,4.0,7.9,0.1,0.0,23.9,99,330,2.1,0.08260869565217392
2018-01-21 00:00:00,MATO GROSSO,JUÍNA,-58.757,-11.4231,121.1,0.2,6.9,11.8,0.0,0.0,24.6,97,330,1.3,0.5
2018-01-21 00:00:00,MATO GROSSO,NOVA NAZARÉ,-51.7999,-13.9898,98.9,0.6,7.8,8.6,0.0,3.0,27.1,90,19,2.1,0.2
2018-01-21 00:00:00,MATO GROSSO,NOVA UBIRATÃ,-55.2539,-13.0348,148.7,0.6,3.5,12.8,0.1,9.0,24.9,99,2,1.4,0.2866666666666667
2018-01-21 00:00:00,MATO GROSSO,PARANATINGA,-54.0524,-14.4265,138.3,0.8,8.6,7.2,0.1,0.0,25.0,97,32,1.7,0.1
2018-01-21 00:00:00,MATO GROSSO,PORTO DOS GAÚCHOS,-57.4132,-11.533,124.8,0.2,5.9,8.4,0.0,0.0,24.2,98,1,2.0,0.0935483870967742
2018-01-21 00:00:00,MATO GROSSO,POXORÉU,-54.3925,-15.8291,110.8,1.7,6.6,5.7,0.2,0.0,28.0,88,3,1.8,0.2
2018-01-21 00:00:00,MATO GROSSO,SALTO DO CÉU,-58.1301,-15.1293,127.2,0.7,7.8,12.5,0.1,0.0,27.2,96,286,1.8,0.0
2018-01-21 00:00:00,MATO GROSSO,SANTA RITA DO TRIVELATO,-55.2715,-13.8137,130.8,0.3,8.2,12.5,0.1,28.0,25.6,98,28,1.3,0.0
2018-01-21 00:00:00,MATO GROSSO,SORRISO,-55.7234,-12.5445,142.5,0.8,3.3,9.9,0.1,0.0,24.7,99,332,1.7,0.10714285714285714
2018-01-21 00:00:00,MATO GROSSO,TANGARÁ DA SERRA,-57.4907,-14.6214,141.7,1.1,3.5,10.9,0.2,0.0,26.7,97,287,1.9,0.16
2018-01-21 00:00:00,MATO GROSSO,TESOURO,-53.5531,-16.0802,122.3,1.9,7.4,11.0,0.1,0.0,27.4,87,42,2.3,0.27999999999999997
2018-01-21 00:00:00,MATO GROSSO,VERA,-55.2948,-12.295,190.4,1.0,1.9,18.1,0.2,0.0,24.6,99,338,1.5,0.2
2018-01-21 12:00:00,MATO GROSSO,JUÍNA,-58.757,-11.4231,125.2,0.1,6.2,0.0,0.0,,24.6,97,57,0.5,0.5
2018-01-22 00:00:00,MATO GROSSO,FELIZ NATAL,-54.939,-12.3802,737.5,2.8,0.9,119.1,1.3,19.0,23.8,98,61,2.4,0.0
2018-01-22 00:00:00,MATO GROSSO,NOVA UBIRATÃ,-55.2539,-13.0348,260.8,1.8,1.7,31.3,0.3,13.0,23.9,98,55,2.3,0.06666666666666667
2018-01-22 00:00:00,MATO GROSSO,SORRISO,-55.7234,-12.5445,220.2,1.7,2.2,27.1,0.3,18.0,24.4,98,44,1.6,0.1
2018-01-22 00:00:00,MATO GROSSO,TANGARÁ DA SERRA,-57.4907,-14.6214,151.4,1.3,2.1,10.5,0.2,0.0,28.8,88,28,2.1,0.2
2018-01-23 00:00:00,MATO GROSSO,CAMPO NOVO DO PARECIS,-57.8907,-13.6587,152.6,1.2,5.8,20.0,0.2,0.0,25.6,95,3,1.0,0.3
2018-01-23 00:00:00,MATO GROSSO,CAMPOS DE JÚLIO,-59.2645,-13.7224,125.8,0.9,2.2,5.8,0.0,18.0,23.5,98,337,1.3,0.05
2018-01-23 00:00:00,MATO GROSSO,COCALINHO,-51.0002,-14.3903,101.6,0.6,7.6,12.6,0.0,0.0,25.9,95,323,1.8,0.05
2018-01-23 00:00:00,MATO GROSSO,ITANHANGÁ,-56.6418,-12.2323,122.0,0.2,4.1,14.0,0.0,6.0,25.1,98,4,1.7,0.8
2018-01-23 00:00:00,MATO GROSSO,MIRASSOL D'OESTE,-58.0951,-15.6759,125.9,1.0,4.9,9.6,0.2,0.0,27.3,96,40,1.0,0.6
2018-01-23 00:00:00,MATO GROSSO,NOVA UBIRATÃ,-55.2539,-13.0348,136.2,0.2,11.2,14.5,0.0,4.0,25.9,97,358,1.4,0.2
2018-01-23 00:00:00,MATO GROSSO,NOVA XAVANTINA,-52.352,-14.6794,108.1,0.5,9.1,11.1,0.1,0.0,24.7,97,32,1.6,0.925
2018-01-23 00:00:00,MATO GROSSO,PONTES E LACERDA,-59.3336,-15.2326,129.8,0.7,4.5,5.7,0.1,0.0,25.6,97,1,1.7,0.9
2018-01-23 00:00:00,MATO GROSSO,RIBEIRÃO CASCALHEIRA,-51.8244,-12.9367,135.6,0.9,1.2,11.4,0.0,1.0,25.5,96,49,1.2,0.2
2018-01-24 00:00:00,MATO GROSSO,BARRA DO BUGRES,-57.1854,-15.0684,141.7,0.9,4.2,6.9,0.1,0.0,27.2,96,131,1.1,0.0
2018-01-24 00:00:00,MATO GROSSO,CAMPO VERDE,-55.1591,-15.5431,131.6,1.2,7.4,13.1,0.1,12.0,27.8,93,166,1.5,0.0
2018-01-24 00:00:00,MATO GROSSO,CÁCERES,-57.6853,-16.0659,137.0,0.7,3.0,8.3,0.1,0.0,27.2,97,51,1.6,0.18571428571428572
2018-01-24 00:00:00,MATO GROSSO,GAÚCHA DO NORTE,-53.2544,-13.1814,125.3,0.2,3.1,9.8,0.0,0.0,25.2,98,79,3.3,0.15000000000000002
2018-01-24 00:00:00,MATO GROSSO,ITAÚBA,-55.2485,-11.008,124.2,0.9,4.0,11.9,0.1,17.0,25.1,98,348,2.0,0.1375
2018-01-24 00:00:00,MATO GROSSO,LAMBARI D'OESTE,-58.0046,-15.3188,157.0,1.4,1.8,11.1,0.2,0.0,27.0,96,71,1.4,0.6
2018-01-24 00:00:00,MATO GROSSO,NOVA LACERDA,-59.5881,-14.4754,133.7,0.5,2.6,13.0,0.0,0.0,26.0,96,16,1.3,0.0
2018-01-24 00:00:00,MATO GROSSO,NOVA OLÍMPIA,-57.2813,-14.7765,132.3,0.8,5.7,5.7,0.1,0.0,26.6,96,127,1.2,0.5
2018-01-24 00:00:00,MATO GROSSO,NOVA XAVANTINA,-52.352,-14.6794,128.0,0.9,3.1,13.5,0.1,1.0,25.9,95,1,1.3,1.0
2018-01-24 00:00:00,MATO GROSSO,PORTO DOS GAÚCHOS,-57.4132,-11.533,117.7,0.2,6.1,7.4,0.0,2.0,26.0,96,304,2.3,0.1
2018-01-24 00:00:00,MATO GROSSO,VILA BELA DA SANTÍSSIMA TRINDADE,-59.9504,-15.0068,136.1,0.5,1.9,12.9,0.0,0.0,26.5,97,13,1.3,0.05
2018-01-24 12:00:00,MATO GROSSO,GAÚCHA DO NORTE,-53.2544,-13.1814,119.4,0.0,5.2,11.5,0.0,,25.5,97,302,1.6,0.5
2018-01-25 00:00:00,MATO GROSSO,GAÚCHA DO NORTE,-53.2544,-13.1814,130.5,0.4,1.9,15.7,0.0,0.0,25.9,96,48,2.5,0.3592592592592592
2018-01-25 00:00:00,MATO GROSSO,NOVA MARINGÁ,-57.0923,-13.0314,123.1,0.3,3.8,9.0,0.0,2.0,24.6,98,318,1.6,0.0
2018-01-25 00:00:00,MATO GROSSO,PONTAL DO ARAGUAIA,-52.2574,-15.9045,119.9,1.2,4.7,11.8,0.1,3.0,26.8,94,34,1.0,0.6571428571428571
2018-01-25 00:00:00,MATO GROSSO,VERA,-55.2948,-12.295,124.5,0.5,3.5,14.2,0.1,0.0,25.3,98,318,1.6,0.0
2018-01-27 00:00:00,MATO GROSSO,BRASNORTE,-58.005,-12.1227,140.5,0.4,2.8,11.2,0.0,1.0,23.9,98,81,0.5,0.0
2018-01-27 00:00:00,MATO GROSSO,FELIZ NATAL,-54.939,-12.3802,140.6,0.2,4.2,18.5,0.1,3.0,23.9,98,51,1.2,0.15
2018-01-27 00:00:00,MATO GROSSO,NOVA UBIRATÃ,-55.2539,-13.0348,145.4,0.5,3.0,17.9,0.0,8.0,24.2,98,35,2.0,0.2
2018-01-27 12:00:00,MATO GROSSO,COLNIZA,-59.2197,-9.4561,108.1,0.0,7.1,19.4,0.0,,24.0,99,337,2.3,0.0
2018-01-28 00:00:00,MATO GROSSO,COLNIZA,-59.2197,-9.4561,114.5,0.1,4.3,11.1,0.0,14.0,24.0,98,345,1.2,0.0
2018-02-01 00:00:00,MATO GROSSO,NOVA UBIRATÃ,-55.2539,-13.0348,136.9,0.4,5.0,12.2,0.0,17.0,24.8,99,9,0.6,0.0
2018-02-01 00:00:00,MATO GROSSO,SINOP,-55.5176,-11.8508,145.3,0.4,3.5,10.3,0.1,13.0,24.9,99,326,0.5,0.1
2018-02-07 00:00:00,MATO GROSSO,CÁCERES,-57.6853,-16.0659,103.3,0.4,5.1,14.8,0.1,0.0,27.5,97,66,1.5,0.1
2018-02-07 00:00:00,MATO GROSSO,DENISE,-57.048,-14.7253,105.0,0.4,7.1,10.8,0.1,3.0,26.3,96,28,2.3,0.0
2018-02-07 00:00:00,MATO GROSSO,VILA BELA DA SANTÍSSIMA TRINDADE,-59.9504,-15.0068,116.7,0.5,2.2,7.5,0.0,0.0,25.9,98,37,1.0,0.6
2018-02-08 00:00:00,MATO GROSSO,VILA BELA DA SANTÍSSIMA TRINDADE,-59.9504,-15.0068,133.5,0.2,4.0,12.0,0.0,5.0,26.5,96,347,1.4,0.4
2018-02-09 00:00:00,MATO GROSSO,CAMPOS DE JÚLIO,-59.2645,-13.7224,143.6,0.3,6.6,8.7,0.0,9.0,23.7,98,343,2.5,0.0
2018-02-09 00:00:00,MATO GROSSO,COMODORO,-59.7869,-13.6581,146.9,0.2,6.6,9.5,0.0,6.0,23.7,98,345,1.7,0.0
2018-02-09 00:00:00,MATO GROSSO,VILA BELA DA SANTÍSSIMA TRINDADE,-59.9504,-15.0068,146.9,0.2,4.9,10.2,0.0,4.0,25.4,97,349,1.6,0.3
2018-02-10 00:00:00,MATO GROSSO,ARIPUANÃ,-59.444,-10.1758,125.1,0.1,5.0,7.2,0.0,0.0,24.3,98,170,1.4,0.2
2018-02-10 00:00:00,MATO GROSSO,PORTO DOS GAÚCHOS,-57.4132,-11.533,128.5,0.3,5.0,3.7,0.0,2.0,24.7,98,92,0.8,0.0
2018-02-10 00:00:00,MATO GROSSO,TABAPORÃ,-56.8213,-11.3085,126.8,0.2,6.3,4.4,0.0,2.0,24.5,98,113,0.8,0.0
2018-02-13 12:00:00,MATO GROSSO,SÃO FÉLIX DO ARAGUAIA,-50.6667,-11.6171,131.0,0.1,12.0,0.0,0.0,,27.0,96,1,0.5,0.0
2018-02-14 00:00:00,MATO GROSSO,CAMPOS DE JÚLIO,-59.2645,-13.7224,156.2,0.8,2.7,5.3,0.0,14.0,23.0,99,109,1.8,0.0
2018-02-14 12:00:00,MATO GROSSO,BARRA DO GARÇAS,-52.2615,-15.8916,131.8,0.3,15.2,3.2,0.1,,28.1,91,123,4.0,0.4
2018-02-16 00:00:00,MATO GROSSO,COCALINHO,-51.0002,-14.3903,89.8,0.8,5.0,13.3,0.0,3.0,27.2,91,291,1.8,0.4000000000000001
2018-02-17 00:00:00,MATO GROSSO,ALTO ARAGUAIA,-53.2169,-17.3157,89.0,1.3,9.6,3.4,0.1,0.0,25.8,91,79,2.2,0.1
2018-02-17 00:00:00,MATO GROSSO,BRASNORTE,-58.005,-12.1227,127.6,0.4,3.1,12.4,0.0,1.0,22.1,99,140,1.2,0.05
2018-02-17 00:00:00,MATO GROSSO,NOVA MARINGÁ,-57.0923,-13.0314,320.7,2.3,2.0,44.6,0.4,0.0,22.9,99,153,0.0,0.10000000000000002
2018-02-17 00:00:00,MATO GROSSO,PORTO DOS GAÚCHOS,-57.4132,-11.533,120.9,0.5,2.8,11.5,0.0,4.0,22.9,99,166,0.9,0.0
2018-02-17 00:00:00,MATO GROSSO,SÃO JOSÉ DO RIO CLARO,-56.7214,-13.4467,260.3,2.1,4.3,34.6,0.4,0.0,23.2,99,310,0.5,0.0
2018-02-17 00:00:00,MATO GROSSO,VILA BELA DA SANTÍSSIMA TRINDADE,-59.9504,-15.0068,120.1,0.3,5.6,9.8,0.0,1.0,23.9,98,8,1.0,0.1
